class,order,family,genus,species,taxon_name,subspecies,common_name,female_maturity_d,litter_or_clutch_size_n,litters_or_clutches_n_or_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,male_maturity_d,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,dataset
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,60.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,91.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Meyers et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossops,temminckii,Molossops temminckii,-999,Dwarf Dog-faced Bat,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,14.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,103.46,0.99,2,13.7,NA,107.97,60.45,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.982,NA,NA,3.754,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,aztecus,Molossus aztecus,-999,Aztec Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,103.46,0.99,2,13.7,NA,107.97,60.45,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.982,NA,NA,3.754,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,barnesi,Molossus barnesi,-999,Barnes's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,14.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,103.46,0.99,2,13.7,NA,107.97,60.45,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.982,NA,NA,3.754,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,coibensis,Molossus coibensis,-999,Coiban Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,0.99,NA,17.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,103.46,0.99,2,13.7,NA,107.97,60.45,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.982,NA,NA,3.754,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Burnett, S.E., Jennings, J.B., Rainey, J.C., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,currentium,Molossus currentium,-999,Thomas's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,103.46,0.99,2,13.7,NA,107.97,60.45,3.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.982,NA,NA,3.754,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Savage et al., 2004"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,molossus,Molossus molossus,-999,Pallas's Mastiff Bat,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BC mammals - Wilson, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,-999,Miller's Mastiff Bat,NA,0.98,NA,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,-999,Miller's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,-999,Miller's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Rainey, J.C., et al, 2000"
Mammalia,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,-999,Miller's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Rainey, J.C., et al, 2000"
Mammalia,Chiroptera,Molossidae,Molossus,pretiosus,Molossus pretiosus,-999,Miller's Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Rainey, J.C., et al, 2000"
Mammalia,Chiroptera,Molossidae,Molossus,rufus,Molossus rufus,-999,Black Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,rufus,Molossus rufus,-999,Black Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,1.03,1,21.09,NA,NA,47.25,3.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.411,NA,NA,NA,NA,"Jones, K., Bielby, J., Cardillo, M. et al., 2009"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,"Boback and Guyer, 2003"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,365.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
Mammalia,Chiroptera,Molossidae,Molossus,sinaloae,Molossus sinaloae,-999,Sinaloan Mastiff Bat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,"Jennings, J.B., Best, T.L., Burnett, S.E., et al, 2001"
